Day,Number of Bicycle Hires,
17/06/2016,32018.00,
18/06/2016,29692.00,
19/06/2016,31372.00,
20/06/2016,22309.00,
21/06/2016,39003.00,
22/06/2016,36628.00,
23/06/2016,25129.00,
24/06/2016,36530.00,
25/06/2016,26357.00,
26/06/2016,29597.00,
27/06/2016,33695.00,
28/06/2016,31701.00,
29/06/2016,31496.00,
30/06/2016,35867.00,
01/07/2016,28108.00,
02/07/2016,30802.00,
03/07/2016,34195.00,
04/07/2016,37628.00,
05/07/2016,40955.00,
06/07/2016,42871.00,
07/07/2016,39670.00,
08/07/2016,37311.00,
09/07/2016,34525.00,
10/07/2016,29556.00,
11/07/2016,32781.00,
12/07/2016,30186.00,
13/07/2016,36128.00,
14/07/2016,40364.00,
15/07/2016,37045.00,
16/07/2016,38916.00,
17/07/2016,38340.00,
18/07/2016,43497.00,
19/07/2016,46625.00,
20/07/2016,45156.00,
21/07/2016,41731.00,
22/07/2016,36401.00,
23/07/2016,42121.00,
24/07/2016,39070.00,
25/07/2016,40999.00,
26/07/2016,42528.00,
27/07/2016,33646.00,
28/07/2016,39009.00,
29/07/2016,35737.00,
30/07/2016,46251.00,
31/07/2016,46276.00,
01/08/2016,30074.00,
02/08/2016,28949.00,
03/08/2016,40683.00,
04/08/2016,39488.00,
05/08/2016,40570.00,
06/08/2016,42579.00,
07/08/2016,38620.00,
08/08/2016,38117.00,
09/08/2016,40052.00,
10/08/2016,38917.00,
11/08/2016,38034.00,
12/08/2016,40645.00,
13/08/2016,43792.00,
14/08/2016,44648.00,
15/08/2016,41764.00,
16/08/2016,40899.00,
17/08/2016,42879.00,
18/08/2016,39379.00,
19/08/2016,25862.00,
20/08/2016,24712.00,
21/08/2016,28625.00,
22/08/2016,36064.00,
23/08/2016,42558.00,
24/08/2016,41088.00,
25/08/2016,38191.00,
26/08/2016,38222.00,
27/08/2016,32656.00,
28/08/2016,26325.00,
29/08/2016,34665.00,
30/08/2016,39992.00,
31/08/2016,39344.00,
01/09/2016,40302.00,
02/09/2016,34661.00,
03/09/2016,23805.00,
04/09/2016,27901.00,
05/09/2016,28210.00,
06/09/2016,37982.00,
07/09/2016,40232.00,
08/09/2016,41004.00,
09/09/2016,36554.00,
10/09/2016,17308.00,
11/09/2016,39906.00,
12/09/2016,39687.00,
13/09/2016,44035.00,
14/09/2016,44909.00,
15/09/2016,42598.00,
16/09/2016,22204.00,
17/09/2016,27548.00,
18/09/2016,29830.00,
19/09/2016,33401.00,
20/09/2016,37658.00,
21/09/2016,40646.00,
22/09/2016,38411.00,
23/09/2016,38963.00,
24/09/2016,36243.00,
25/09/2016,30015.00,
26/09/2016,35059.00,
27/09/2016,36094.00,
28/09/2016,38893.00,
29/09/2016,34840.00,
30/09/2016,34140.00,
01/10/2016,17832.00,
02/10/2016,27335.00,
03/10/2016,35892.00,
04/10/2016,37162.00,
05/10/2016,36314.00,
06/10/2016,35332.00,
07/10/2016,33361.00,
08/10/2016,27236.00,
09/10/2016,25390.00,
10/10/2016,33045.00,
11/10/2016,35254.00,
12/10/2016,32552.00,
13/10/2016,30762.00,
14/10/2016,32637.00,
15/10/2016,23773.00,
16/10/2016,18685.00,
17/10/2016,29007.00,
18/10/2016,33062.00,
19/10/2016,33953.00,
20/10/2016,32624.00,
21/10/2016,30838.00,
22/10/2016,26322.00,
23/10/2016,23812.00,
24/10/2016,30329.00,
25/10/2016,33313.00,
26/10/2016,34322.00,
27/10/2016,34203.00,
28/10/2016,33769.00,
29/10/2016,28114.00,
30/10/2016,24166.00,
31/10/2016,34747.00,
01/11/2016,32334.00,
02/11/2016,32316.00,
03/11/2016,31111.00,
04/11/2016,22143.00,
05/11/2016,19649.00,
06/11/2016,13576.00,
07/11/2016,17329.00,
08/11/2016,26382.00,
09/11/2016,18878.00,
10/11/2016,26075.00,
11/11/2016,28088.00,
12/11/2016,9709.00,
13/11/2016,19258.00,
14/11/2016,24824.00,
15/11/2016,28810.00,
16/11/2016,27646.00,
17/11/2016,27692.00,
18/11/2016,26884.00,
19/11/2016,18288.00,
20/11/2016,10704.00,
21/11/2016,19374.00,
22/11/2016,27723.00,
23/11/2016,29047.00,
24/11/2016,28091.00,
25/11/2016,27692.00,
26/11/2016,19805.00,
27/11/2016,15628.00,
28/11/2016,26980.00,
29/11/2016,27847.00,
30/11/2016,27119.00,
01/12/2016,26431.00,
02/12/2016,26223.00,
03/12/2016,18120.00,
04/12/2016,15448.00,
05/12/2016,26456.00,
06/12/2016,28347.00,
07/12/2016,29735.00,
08/12/2016,28632.00,
09/12/2016,30076.00,
10/12/2016,15054.00,
11/12/2016,17713.00,
12/12/2016,25476.00,
13/12/2016,26747.00,
14/12/2016,29130.00,
15/12/2016,28449.00,
16/12/2016,27926.00,
17/12/2016,17473.00,
18/12/2016,15152.00,
19/12/2016,23736.00,
20/12/2016,25106.00,
21/12/2016,23329.00,
22/12/2016,21659.00,
23/12/2016,14534.00,
24/12/2016,7978.00,
25/12/2016,37401.00,
26/12/2016,11637.00,
27/12/2016,11003.00,
28/12/2016,12530.00,
29/12/2016,14206.00,
30/12/2016,11684.00,
31/12/2016,11584.00,
01/01/2017,6534.00,
02/01/2017,11954.00,
03/01/2017,19622.00,
04/01/2017,22122.00,
05/01/2017,23580.00,
06/01/2017,18973.00,
07/01/2017,13879.00,
08/01/2017,13506.00,
09/01/2017,38042.00,
10/01/2017,28106.00,
11/01/2017,28270.00,
12/01/2017,17109.00,
13/01/2017,20963.00,
14/01/2017,13766.00,
15/01/2017,6752.00,
16/01/2017,19230.00,
17/01/2017,27281.00,
18/01/2017,27194.00,
19/01/2017,26826.00,
20/01/2017,25125.00,
21/01/2017,17552.00,
22/01/2017,15628.00,
23/01/2017,23280.00,
24/01/2017,26611.00,
25/01/2017,25175.00,
26/01/2017,23831.00,
27/01/2017,23387.00,
28/01/2017,17523.00,
29/01/2017,9078.00,
30/01/2017,24969.00,
31/01/2017,22623.00,
01/02/2017,23181.00,
02/02/2017,25601.00,
03/02/2017,23231.00,
04/02/2017,17324.00,
05/02/2017,14570.00,
06/02/2017,24312.00,
07/02/2017,27156.00,
08/02/2017,25770.00,
09/02/2017,22900.00,
10/02/2017,18673.00,
11/02/2017,9394.00,
12/02/2017,10272.00,
13/02/2017,24159.00,
14/02/2017,26649.00,
15/02/2017,24330.00,
16/02/2017,26649.00,
17/02/2017,25883.00,
18/02/2017,21292.00,
19/02/2017,19169.00,
20/02/2017,28665.00,
21/02/2017,28929.00,
22/02/2017,27290.00,
23/02/2017,22520.00,
24/02/2017,26832.00,
25/02/2017,14132.00,
26/02/2017,14911.00,
27/02/2017,20001.00,
28/02/2017,24755.00,
01/03/2017,24746.00,
02/03/2017,26938.00,
03/03/2017,22914.00,
04/03/2017,21546.00,
05/03/2017,10593.00,
06/03/2017,26917.00,
07/03/2017,29174.00,
08/03/2017,24440.00,
09/03/2017,31113.00,
10/03/2017,28126.00,
11/03/2017,30560.00,
12/03/2017,15850.00,
13/03/2017,32177.00,
14/03/2017,30857.00,
15/03/2017,34548.00,
16/03/2017,31876.00,
17/03/2017,26481.00,
18/03/2017,7771.00,
19/03/2017,19335.00,
20/03/2017,24145.00,
21/03/2017,30182.00,
22/03/2017,23725.00,
23/03/2017,27639.00,
24/03/2017,27578.00,
25/03/2017,28374.00,
26/03/2017,24090.00,
27/03/2017,30887.00,
28/03/2017,32314.00,
29/03/2017,29907.00,
30/03/2017,34219.00,
31/03/2017,30730.00,
01/04/2017,28237.00,
02/04/2017,31064.00,
03/04/2017,34287.00,
04/04/2017,30887.00,
05/04/2017,33985.00,
06/04/2017,36003.00,
07/04/2017,35434.00,
08/04/2017,38878.00,
09/04/2017,42854.00,
10/04/2017,31158.00,
11/04/2017,35436.00,
12/04/2017,32570.00,
13/04/2017,30343.00,
14/04/2017,22357.00,
15/04/2017,24627.00,
16/04/2017,23090.00,
17/04/2017,20130.00,
18/04/2017,29490.00,
19/04/2017,32500.00,
20/04/2017,33546.00,
21/04/2017,31510.00,
22/04/2017,28323.00,
23/04/2017,28736.00,
24/04/2017,28500.00,
25/04/2017,32383.00,
26/04/2017,28360.00,
27/04/2017,26727.00,
28/04/2017,30390.00,
29/04/2017,28450.00,
30/04/2017,27461.00,
01/05/2017,18493.00,
02/05/2017,32945.00,
03/05/2017,27191.00,
04/05/2017,31200.00,
05/05/2017,31355.00,
06/05/2017,29020.00,
07/05/2017,28491.00,
08/05/2017,30426.00,
09/05/2017,33211.00,
10/05/2017,36305.00,
11/05/2017,33911.00,
12/05/2017,32618.00,
13/05/2017,29539.00,
14/05/2017,30145.00,
15/05/2017,25882.00,
16/05/2017,35964.00,
17/05/2017,18926.00,
18/05/2017,23268.00,
19/05/2017,28730.00,
20/05/2017,26825.00,
21/05/2017,33728.00,
22/05/2017,40021.00,
23/05/2017,39259.00,
24/05/2017,41644.00,
25/05/2017,43528.00,
26/05/2017,43701.00,
27/05/2017,35354.00,
28/05/2017,27909.00,
29/05/2017,26476.00,
30/05/2017,37517.00,
31/05/2017,39019.00,
01/06/2017,42514.00,
02/06/2017,34459.00,
03/06/2017,38635.00,
04/06/2017,30840.00,
05/06/2017,30846.00,
06/06/2017,17387.00,
07/06/2017,34819.00,
08/06/2017,32751.00,
09/06/2017,33705.00,
10/06/2017,36788.00,
11/06/2017,32997.00,
12/06/2017,36114.00,
13/06/2017,41337.00,
14/06/2017,44762.00,
15/06/2017,42249.00,
16/06/2017,40288.00,
17/06/2017,41719.00,
18/06/2017,38577.00,
19/06/2017,41624.00,
20/06/2017,43185.00,
21/06/2017,43885.00,
22/06/2017,39708.00,
23/06/2017,40025.00,
24/06/2017,30271.00,
25/06/2017,31012.00,
26/06/2017,42096.00,
27/06/2017,24206.00,
28/06/2017,33008.00,
29/06/2017,38137.00,
30/06/2017,40350.00,
01/07/2017,36183.00,
02/07/2017,42875.00,
03/07/2017,39970.00,
04/07/2017,43784.00,
05/07/2017,46035.00,
06/07/2017,44386.00,
07/07/2017,43547.00,
08/07/2017,40196.00,
09/07/2017,38912.00,
10/07/2017,41086.00,
11/07/2017,25955.00,
12/07/2017,38377.00,
13/07/2017,42082.00,
14/07/2017,38932.00,
15/07/2017,30690.00,
16/07/2017,31595.00,
17/07/2017,41811.00,
18/07/2017,41804.00,
19/07/2017,39340.00,
20/07/2017,37164.00,
21/07/2017,37967.00,
22/07/2017,16392.00,
23/07/2017,26432.00,
24/07/2017,32515.00,
25/07/2017,41029.00,
26/07/2017,33566.00,
27/07/2017,32588.00,
28/07/2017,32857.00,
29/07/2017,23334.00,
30/07/2017,31893.00,
31/07/2017,38541.00,
01/08/2017,39837.00,
02/08/2017,27123.00,
03/08/2017,34430.00,
04/08/2017,34893.00,
05/08/2017,27715.00,
06/08/2017,31536.00,
07/08/2017,32303.00,
08/08/2017,33854.00,
09/08/2017,11525.00,
10/08/2017,35707.00,
11/08/2017,34462.00,
12/08/2017,31034.00,
13/08/2017,34928.00,
14/08/2017,35979.00,
15/08/2017,38181.00,
16/08/2017,37037.00,
17/08/2017,31947.00,
18/08/2017,28252.00,
19/08/2017,29156.00,
20/08/2017,25270.00,
21/08/2017,27725.00,
22/08/2017,33327.00,
23/08/2017,34439.00,
24/08/2017,34548.00,
25/08/2017,35108.00,
26/08/2017,31442.00,
27/08/2017,33657.00,
28/08/2017,34862.00,
29/08/2017,35427.00,
30/08/2017,22542.00,
31/08/2017,35953.00,
01/09/2017,36194.00,
02/09/2017,35246.00,
03/09/2017,21934.00,
04/09/2017,28710.00,
05/09/2017,32336.00,
06/09/2017,36559.00,
07/09/2017,35614.00,
08/09/2017,23199.00,
09/09/2017,28349.00,
10/09/2017,21298.00,
11/09/2017,26886.00,
12/09/2017,32569.00,
13/09/2017,32583.00,
14/09/2017,33252.00,
15/09/2017,31628.00,
16/09/2017,26166.00,
17/09/2017,25300.00,
18/09/2017,30718.00,
19/09/2017,34917.00,
20/09/2017,35149.00,
21/09/2017,31174.00,
22/09/2017,36125.00,
23/09/2017,30654.00,
24/09/2017,32726.00,
25/09/2017,30066.00,
26/09/2017,37394.00,
27/09/2017,34694.00,
28/09/2017,35526.00,
29/09/2017,28782.00,
30/09/2017,29003.00,
01/10/2017,22814.00,
02/10/2017,33891.00,
03/10/2017,37187.00,
04/10/2017,36798.00,
05/10/2017,34779.00,
06/10/2017,35344.00,
07/10/2017,25505.00,
08/10/2017,28830.00,
09/10/2017,34182.00,
10/10/2017,35961.00,
11/10/2017,32760.00,
12/10/2017,36372.00,
13/10/2017,34229.00,
14/10/2017,32123.00,
15/10/2017,32696.00,
16/10/2017,34787.00,
17/10/2017,35199.00,
18/10/2017,27348.00,
19/10/2017,31069.00,
20/10/2017,31306.00,
21/10/2017,22475.00,
22/10/2017,21013.00,
23/10/2017,30604.00,
24/10/2017,33732.00,
25/10/2017,36064.00,
26/10/2017,28423.00,
27/10/2017,34654.00,
28/10/2017,26633.00,
29/10/2017,22228.00,
30/10/2017,31364.00,
31/10/2017,33312.00,
01/11/2017,34747.00,
02/11/2017,34290.00,
03/11/2017,34716.00,
04/11/2017,17801.00,
05/11/2017,21588.00,
06/11/2017,30663.00,
07/11/2017,27314.00,
08/11/2017,29455.00,
09/11/2017,31374.00,
10/11/2017,28480.00,
11/11/2017,16679.00,
12/11/2017,16460.00,
13/11/2017,29301.00,
14/11/2017,29355.00,
15/11/2017,30564.00,
16/11/2017,31112.00,
17/11/2017,29876.00,
18/11/2017,12976.00,
19/11/2017,18874.00,
20/11/2017,25998.00,
21/11/2017,31316.00,
22/11/2017,31315.00,
23/11/2017,30147.00,
24/11/2017,28930.00,
25/11/2017,17691.00,
26/11/2017,15229.00,
27/11/2017,24324.00,
28/11/2017,28202.00,
29/11/2017,27319.00,
30/11/2017,25986.00,
01/12/2017,24321.00,
02/12/2017,16887.00,
03/12/2017,12773.00,
04/12/2017,27613.00,
05/12/2017,29611.00,
06/12/2017,29058.00,
07/12/2017,24810.00,
08/12/2017,24431.00,
09/12/2017,15509.00,
10/12/2017,5143.00,
11/12/2017,13055.00,
12/12/2017,22780.00,
13/12/2017,20074.00,
14/12/2017,24064.00,
15/12/2017,21107.00,
16/12/2017,12229.00,
17/12/2017,7519.00,
18/12/2017,23414.00,
19/12/2017,22935.00,
20/12/2017,21801.00,
21/12/2017,20945.00,
22/12/2017,17124.00,
23/12/2017,9725.00,
24/12/2017,7498.00,
25/12/2017,27305.00,
26/12/2017,7149.00,
27/12/2017,5426.00,
28/12/2017,11236.00,
29/12/2017,8346.00,
30/12/2017,10908.00,
31/12/2017,9292.00,
01/01/2018,10235.00,
02/01/2018,14394.00,
03/01/2018,20265.00,
04/01/2018,17543.00,
05/01/2018,21759.00,
06/01/2018,13920.00,
07/01/2018,12259.00,
08/01/2018,23374.00,
09/01/2018,24683.00,
10/01/2018,26787.00,
11/01/2018,25222.00,
12/01/2018,24696.00,
13/01/2018,17512.00,
14/01/2018,15070.00,
15/01/2018,19161.00,
16/01/2018,26921.00,
17/01/2018,26934.00,
18/01/2018,26471.00,
19/01/2018,25799.00,
20/01/2018,9398.00,
21/01/2018,5859.00,
22/01/2018,26337.00,
23/01/2018,26003.00,
24/01/2018,20206.00,
25/01/2018,28189.00,
26/01/2018,26430.00,
27/01/2018,14472.00,
28/01/2018,17512.00,
29/01/2018,26371.00,
30/01/2018,28002.00,
31/01/2018,24117.00,
01/02/2018,25525.00,
02/02/2018,25331.00,
03/02/2018,8975.00,
04/02/2018,13833.00,
05/02/2018,23898.00,
06/02/2018,25349.00,
07/02/2018,25388.00,
08/02/2018,25791.00,
09/02/2018,21037.00,
10/02/2018,9956.00,
11/02/2018,14621.00,
12/02/2018,24719.00,
13/02/2018,20931.00,
14/02/2018,18866.00,
15/02/2018,25264.00,
16/02/2018,25411.00,
17/02/2018,23169.00,
18/02/2018,18624.00,
19/02/2018,19879.00,
20/02/2018,25055.00,
21/02/2018,26434.00,
22/02/2018,26179.00,
23/02/2018,23067.00,
24/02/2018,16522.00,
25/02/2018,14037.00,
26/02/2018,19204.00,
27/02/2018,18741.00,
28/02/2018,10619.00,
01/03/2018,8744.00,
02/03/2018,8234.00,
03/03/2018,7924.00,
04/03/2018,10853.00,
05/03/2018,24818.00,
06/03/2018,26301.00,
07/03/2018,22044.00,
08/03/2018,25967.00,
09/03/2018,18912.00,
10/03/2018,18717.00,
11/03/2018,16259.00,
12/03/2018,19996.00,
13/03/2018,28069.00,
14/03/2018,28769.00,
15/03/2018,25318.00,
16/03/2018,28308.00,
17/03/2018,8106.00,
18/03/2018,6624.00,
19/03/2018,20488.00,
20/03/2018,24582.00,
21/03/2018,27719.00,
22/03/2018,27228.00,
23/03/2018,26894.00,
24/03/2018,18804.00,
25/03/2018,19723.00,
26/03/2018,29486.00,
27/03/2018,22603.00,
28/03/2018,15800.00,
29/03/2018,20237.00,
30/03/2018,6362.00,
31/03/2018,11032.00,
01/04/2018,13504.00,
02/04/2018,7998.00,
03/04/2018,22708.00,
04/04/2018,23173.00,
05/04/2018,30508.00,
06/04/2018,30690.00,
07/04/2018,25909.00,
08/04/2018,9759.00,
09/04/2018,16324.00,
10/04/2018,26751.00,
11/04/2018,24883.00,
12/04/2018,26473.00,
13/04/2018,27363.00,
14/04/2018,34235.00,
15/04/2018,21324.00,
16/04/2018,30730.00,
17/04/2018,33025.00,
18/04/2018,40544.00,
19/04/2018,43585.00,
20/04/2018,45048.00,
21/04/2018,42328.00,
22/04/2018,38395.00,
23/04/2018,35940.00,
24/04/2018,33430.00,
25/04/2018,33426.00,
26/04/2018,34995.00,
27/04/2018,21387.00,
28/04/2018,17368.00,
29/04/2018,15822.00,
30/04/2018,17112.00,
01/05/2018,34598.00,
02/05/2018,23727.00,
03/05/2018,35477.00,
04/05/2018,36447.00,
05/05/2018,39070.00,
06/05/2018,40606.00,
07/05/2018,45435.00,
08/05/2018,41579.00,
09/05/2018,41130.00,
10/05/2018,38054.00,
11/05/2018,38386.00,
12/05/2018,16717.00,
13/05/2018,29190.00,
14/05/2018,38095.00,
15/05/2018,42106.00,
16/05/2018,34627.00,
17/05/2018,37549.00,
18/05/2018,37305.00,
19/05/2018,36895.00,
20/05/2018,39964.00,
21/05/2018,38800.00,
22/05/2018,41242.00,
23/05/2018,38229.00,
24/05/2018,31970.00,
25/05/2018,35108.00,
26/05/2018,33573.00,
27/05/2018,33192.00,
28/05/2018,36742.00,
29/05/2018,24312.00,
30/05/2018,34884.00,
31/05/2018,37677.00,
01/06/2018,37293.00,
02/06/2018,38293.00,
03/06/2018,39871.00,
04/06/2018,35255.00,
05/06/2018,37048.00,
06/06/2018,41592.00,
07/06/2018,37841.00,
08/06/2018,39576.00,
09/06/2018,36466.00,
10/06/2018,38562.00,
11/06/2018,41027.00,
12/06/2018,38487.00,
13/06/2018,40569.00,
14/06/2018,37871.00,
15/06/2018,39862.00,
16/06/2018,31329.00,
17/06/2018,26769.00,
18/06/2018,39768.00,
19/06/2018,41862.00,
20/06/2018,41134.00,
21/06/2018,41533.00,
22/06/2018,41765.00,
23/06/2018,38772.00,
24/06/2018,38982.00,
25/06/2018,44565.00,
26/06/2018,46084.00,
27/06/2018,44788.00,
28/06/2018,43075.00,
29/06/2018,43081.00,
30/06/2018,38522.00,
01/07/2018,37334.00,
02/07/2018,42556.00,
03/07/2018,44655.00,
04/07/2018,43511.00,
05/07/2018,44052.00,
06/07/2018,43143.00,
07/07/2018,36308.00,
08/07/2018,38196.00,
09/07/2018,41893.00,
10/07/2018,43535.00,
11/07/2018,44003.00,
12/07/2018,41826.00,
13/07/2018,38879.00,
14/07/2018,37733.00,
15/07/2018,37299.00,
16/07/2018,41828.00,
17/07/2018,43392.00,
18/07/2018,43183.00,
19/07/2018,42857.00,
20/07/2018,40297.00,
21/07/2018,38763.00,
22/07/2018,37683.00,
23/07/2018,42509.00,
24/07/2018,44195.00,
25/07/2018,44870.00,
26/07/2018,43343.00,
27/07/2018,34606.00,
28/07/2018,41145.00,
29/07/2018,18974.00,
30/07/2018,38274.00,
31/07/2018,42260.00,
01/08/2018,43691.00,
02/08/2018,43292.00,
03/08/2018,40908.00,
04/08/2018,39318.00,
05/08/2018,40220.00,
06/08/2018,41963.00,
07/08/2018,40954.00,
08/08/2018,42676.00,
09/08/2018,20574.00,
10/08/2018,29253.00,
11/08/2018,33214.00,
12/08/2018,23113.00,
13/08/2018,36510.00,
14/08/2018,40735.00,
15/08/2018,40930.00,
16/08/2018,28400.00,
17/08/2018,36869.00,
18/08/2018,31691.00,
19/08/2018,32209.00,
20/08/2018,37839.00,
21/08/2018,40293.00,
22/08/2018,38401.00,
23/08/2018,34492.00,
24/08/2018,27839.00,
25/08/2018,25490.00,
26/08/2018,8177.00,
27/08/2018,25059.00,
28/08/2018,34791.00,
29/08/2018,27070.00,
30/08/2018,37001.00,
31/08/2018,35209.00,
01/09/2018,35326.00,
02/09/2018,35048.00,
03/09/2018,36068.00,
04/09/2018,36581.00,
05/09/2018,36059.00,
06/09/2018,34778.00,
07/09/2018,35451.00,
08/09/2018,28318.00,
09/09/2018,30598.00,
10/09/2018,36965.00,
11/09/2018,37221.00,
12/09/2018,33403.00,
13/09/2018,38708.00,
14/09/2018,35332.00,
15/09/2018,33465.00,
16/09/2018,32055.00,
17/09/2018,39190.00,
18/09/2018,38360.00,
19/09/2018,37027.00,
20/09/2018,35317.00,
21/09/2018,32942.00,
22/09/2018,12376.00,
23/09/2018,13192.00,
24/09/2018,34563.00,
25/09/2018,36730.00,
26/09/2018,39281.00,
27/09/2018,39835.00,
28/09/2018,35817.00,
29/09/2018,32941.00,
30/09/2018,25254.00,
01/10/2018,34411.00,
02/10/2018,37515.00,
03/10/2018,38434.00,
04/10/2018,36930.00,
05/10/2018,39569.00,
06/10/2018,10043.00,
07/10/2018,25713.00,
08/10/2018,35156.00,
09/10/2018,39132.00,
10/10/2018,39398.00,
11/10/2018,35875.00,
12/10/2018,35747.00,
13/10/2018,36393.00,
14/10/2018,10292.00,
15/10/2018,28044.00,
16/10/2018,37920.00,
17/10/2018,30482.00,
18/10/2018,35206.00,
19/10/2018,34707.00,
20/10/2018,32588.00,
21/10/2018,32484.00,
22/10/2018,34430.00,
23/10/2018,34889.00,
24/10/2018,35656.00,
25/10/2018,34640.00,
26/10/2018,27636.00,
27/10/2018,18756.00,
28/10/2018,13675.00,
29/10/2018,29409.00,
30/10/2018,30269.00,
31/10/2018,32891.00,
01/11/2018,23475.00,
02/11/2018,31083.00,
03/11/2018,25142.00,
04/11/2018,21829.00,
05/11/2018,31421.00,
06/11/2018,33038.00,
07/11/2018,27656.00,
08/11/2018,32933.00,
09/11/2018,27403.00,
10/11/2018,14732.00,
11/11/2018,18455.00,
12/11/2018,26077.00,
13/11/2018,32062.00,
14/11/2018,33339.00,
15/11/2018,33043.00,
16/11/2018,28581.00,
17/11/2018,20518.00,
18/11/2018,9585.00,
19/11/2018,18246.00,
20/11/2018,15237.00,
21/11/2018,25022.00,
22/11/2018,26112.00,
23/11/2018,25881.00,
24/11/2018,15813.00,
25/11/2018,14529.00,
26/11/2018,27509.00,
27/11/2018,22128.00,
28/11/2018,22846.00,
29/11/2018,25714.00,
30/11/2018,28615.00,
01/12/2018,14046.00,
02/12/2018,15990.00,
03/12/2018,25801.00,
04/12/2018,28982.00,
05/12/2018,23816.00,
06/12/2018,16600.00,
07/12/2018,18608.00,
08/12/2018,16515.00,
09/12/2018,15441.00,
10/12/2018,27880.00,
11/12/2018,28904.00,
12/12/2018,27494.00,
13/12/2018,25997.00,
14/12/2018,24076.00,
15/12/2018,8076.00,
16/12/2018,12123.00,
17/12/2018,24973.00,
18/12/2018,20180.00,
19/12/2018,22425.00,
20/12/2018,23694.00,
21/12/2018,19169.00,
22/12/2018,13310.00,
23/12/2018,6748.00,
24/12/2018,10043.00,
25/12/2018,35267.00,
26/12/2018,10841.00,
27/12/2018,12310.00,
28/12/2018,13794.00,
29/12/2018,13100.00,
30/12/2018,12922.00,
31/12/2018,16305.00,
01/01/2019,14148.00,
02/01/2019,19746.00,
03/01/2019,21552.00,
04/01/2019,20863.00,
05/01/2019,13907.00,
06/01/2019,14262.00,
07/01/2019,25668.00,
08/01/2019,27757.00,
09/01/2019,26568.00,
10/01/2019,26022.00,
11/01/2019,26378.00,
12/01/2019,16750.00,
13/01/2019,16304.00,
14/01/2019,28097.00,
15/01/2019,29413.00,
16/01/2019,24500.00,
17/01/2019,26053.00,
18/01/2019,25525.00,
19/01/2019,16653.00,
20/01/2019,16803.00,
21/01/2019,26567.00,
22/01/2019,23083.00,
23/01/2019,25406.00,
24/01/2019,24357.00,
25/01/2019,24198.00,
26/01/2019,15062.00,
27/01/2019,10596.00,
28/01/2019,25859.00,
29/01/2019,24732.00,
30/01/2019,25482.00,
31/01/2019,23487.00,
01/02/2019,12841.00,
02/02/2019,14136.00,
03/02/2019,14637.00,
04/02/2019,18254.00,
05/02/2019,25682.00,
06/02/2019,26197.00,
07/02/2019,26703.00,
08/02/2019,17468.00,
09/02/2019,17439.00,
10/02/2019,10800.00,
11/02/2019,27439.00,
12/02/2019,28786.00,
13/02/2019,29145.00,
14/02/2019,29270.00,
15/02/2019,28838.00,
16/02/2019,20560.00,
17/02/2019,24383.00,
18/02/2019,23815.00,
19/02/2019,28927.00,
20/02/2019,28971.00,
21/02/2019,30474.00,
22/02/2019,29703.00,
23/02/2019,29242.00,
24/02/2019,26092.00,
25/02/2019,31480.00,
26/02/2019,34996.00,
27/02/2019,35420.00,
28/02/2019,27219.00,
01/03/2019,28255.00,
02/03/2019,22795.00,
03/03/2019,9641.00,
04/03/2019,26532.00,
05/03/2019,29701.00,
06/03/2019,25449.00,
07/03/2019,24884.00,
08/03/2019,23635.00,
09/03/2019,19951.00,
10/03/2019,12111.00,
11/03/2019,27725.00,
12/03/2019,21718.00,
13/03/2019,26816.00,
14/03/2019,23699.00,
15/03/2019,26123.00,
16/03/2019,14594.00,
17/03/2019,14390.00,
18/03/2019,27824.00,
19/03/2019,27683.00,
20/03/2019,30485.00,
21/03/2019,31307.00,
22/03/2019,28229.00,
23/03/2019,25897.00,
24/03/2019,27408.00,
25/03/2019,31215.00,
26/03/2019,31955.00,
27/03/2019,31263.00,
28/03/2019,32315.00,
29/03/2019,35321.00,
30/03/2019,33026.00,
31/03/2019,20325.00,
01/04/2019,31834.00,
02/04/2019,24529.00,
03/04/2019,27059.00,
04/04/2019,25493.00,
05/04/2019,27536.00,
06/04/2019,20423.00,
07/04/2019,16897.00,
08/04/2019,26527.00,
09/04/2019,25534.00,
10/04/2019,31699.00,
11/04/2019,30961.00,
12/04/2019,27403.00,
13/04/2019,19856.00,
14/04/2019,20896.00,
15/04/2019,30837.00,
16/04/2019,31842.00,
17/04/2019,37203.00,
18/04/2019,36574.00,
19/04/2019,36505.00,
20/04/2019,38712.00,
21/04/2019,36686.00,
22/04/2019,35435.00,
23/04/2019,34948.00,
24/04/2019,34593.00,
25/04/2019,34494.00,
26/04/2019,32006.00,
27/04/2019,18379.00,
28/04/2019,22631.00,
29/04/2019,33748.00,
30/04/2019,38908.00,
01/05/2019,37952.00,
02/05/2019,32563.00,
03/05/2019,28182.00,
04/05/2019,19806.00,
05/05/2019,22896.00,
06/05/2019,22472.00,
07/05/2019,34646.00,
08/05/2019,20276.00,
09/05/2019,28404.00,
10/05/2019,34078.00,
11/05/2019,25475.00,
12/05/2019,31836.00,
13/05/2019,37537.00,
14/05/2019,39647.00,
15/05/2019,39054.00,
16/05/2019,38408.00,
17/05/2019,29846.00,
18/05/2019,28138.00,
19/05/2019,26727.00,
20/05/2019,36072.00,
21/05/2019,41251.00,
22/05/2019,40312.00,
23/05/2019,41314.00,
24/05/2019,37280.00,
25/05/2019,33151.00,
26/05/2019,26802.00,
27/05/2019,28309.00,
